protein_name,kingdom,n_residues,n_frames_geo,n_frames_graph,rg,rg_err,ree,ree_err,delta,delta_err,nu,nu_err,A0,A0_err,fragmentation_index,fragmentation_index_std,global_efficiency,global_efficiency_std,avg_clustering,avg_clustering_std,transitivity,transitivity_std,degree_assortativity,degree_assortativity_std
A0A080YW13,Protists,71,200,50,2.076312065124512,0.0281428563481217,4.94724702835083,0.1428742761166558,0.3329755067825317,0.0118169247585843,0.4112820966334456,0.0043191982782418,0.7788236622158017,0.0116058036453739,0.9977464788732394,0.0139030565400034,0.2154447049074276,0.0302804050656246,0.0926163648558014,0.0474649498003732,0.1330115862063483,0.0558700142765468,0.3191022265105384,0.1167112941662427
A0A080ZAV8,Protists,48,200,50,1.7494587898254397,0.0259883157742721,4.140961647033691,0.1074806677188805,0.3605641424655914,0.0138412737173838,0.43212279889618,0.0054189707819847,0.7310282285414565,0.0122713378816573,0.9966666666666666,0.0205649377987551,0.2516455242522318,0.0348801252238704,0.0942549603174602,0.0492262734713018,0.1335280228288744,0.0623757936848029,0.2708821686559804,0.1276326256912579
A0A081A2R0,Protists,44,200,50,1.7969677448272705,0.0264934057141691,4.3038411140441895,0.1224380869225844,0.4295476078987121,0.0141274992876485,0.5408666653594321,0.0019504114050145,0.5701147161233003,0.0034116817638767,0.9986363636363637,0.0070564430437545,0.2628895488141112,0.0362305080154632,0.1049051226551226,0.0644151375581629,0.1353311752577513,0.0721753847106592,0.2088007290430558,0.1405935799753126
A0A085LMK9,Protists,159,200,50,5.489181041717529,0.0595515919083405,13.65384292602539,0.3091409298113069,0.466450959444046,0.0139325248054235,0.6304408967174491,0.0005218788273603,0.5960636068893433,0.0013548322990459,0.97874213836478,0.0555583401857403,0.0908747214139198,0.0072009442164628,0.0438992712388938,0.0262103847623329,0.0813406514121122,0.0443761030661143,0.3690001848387229,0.0851672695591118
A0A085LPB4,Protists,59,200,50,2.947659969329834,0.0311886784347737,7.562465667724609,0.1670747436505201,0.5252001881599426,0.0144763308403626,0.6734471762775703,0.0015163852294605,0.5215613407713474,0.0026921900599365,0.9657627118644068,0.0997261403736721,0.1676846265343014,0.0204537848053974,0.032821630347054,0.0254014512745394,0.0552009043044204,0.0459006132947561,0.2618058518542693,0.1384285354712235
A0A085MER5,Protists,76,200,50,3.876716375350952,0.0441531312230793,9.060439109802246,0.1924476522162604,0.578777015209198,0.0135395254628124,0.6675715564413605,0.0047692999093728,0.5872008371121448,0.0102147136044928,0.9294736842105265,0.1509379722539827,0.1341753868821283,0.0191341393535258,0.0436405787195261,0.0323080402526542,0.0902304590185303,0.0606307510308375,0.3844904763995417,0.1352409121779372
A0A085MQ42,Protists,66,200,50,3.3371450901031494,0.0368892736108813,8.643350601196289,0.1885251630365274,0.5232369899749756,0.0151360512454187,0.6720732655132388,0.003402638181497,0.5488705157350086,0.0065591282080787,0.9763636363636362,0.0554768956450631,0.1503162602763578,0.0133095267507178,0.025099567099567,0.02909372423906,0.0464172437347579,0.0547679801416955,0.2775460787449274,0.1266915308426723
A0A085MT62,Protists,62,200,50,2.977791547775269,0.0313580708336238,7.566232681274414,0.1534376250526382,0.5299303531646729,0.0131326492703292,0.6500734279422687,0.0071443572510814,0.5461107289367992,0.0134288576844988,0.9606451612903224,0.0803322963420561,0.1707106366831611,0.0239452032671844,0.058494879672299,0.0382512694570197,0.1029956939945122,0.0642806301384878,0.3403264599857077,0.1440978414434069
A0A085NA70,Protists,77,200,50,3.8243041038513184,0.0467285607628708,9.554396629333496,0.2201736699105822,0.5660101175308228,0.0143797861081499,0.6782178361675401,0.0031969638293254,0.5545475363055669,0.0064974162228763,0.9301298701298704,0.1376596422181593,0.1298090363292676,0.0171505031180811,0.0237320140177283,0.0236791703269327,0.0486436573932379,0.0504985521481953,0.3091470484792722,0.1422744428412142
A0A086KJ61,Protists,52,200,50,2.74910831451416,0.029348576531582,7.242085456848144,0.1418901640626658,0.5539820790290833,0.0132600897498428,0.6807872876425285,0.0073369748341309,0.5145635355967152,0.0124033191034276,0.956923076923077,0.1092307692307692,0.1816143078978873,0.0249028234675075,0.039558608058608,0.0300502263630309,0.0757984314594323,0.056619253795334,0.3189421519589563,0.1404821477394079
A0A086TCU3,Fungi,69,200,50,2.2622220516204834,0.0335112669230059,5.204106330871582,0.1536672073658467,0.4122219085693359,0.0134971520749908,0.5209552657871961,0.0011628353715151,0.5996230536263262,0.0024287877813877,0.984927536231884,0.0671037968725719,0.2099966509194228,0.0303462940618046,0.1267736369910283,0.048649603469919,0.1649828669545162,0.0470085746110859,0.2542414995430013,0.114692698838013
A0A088MZV7,Viruses,59,200,50,1.8492785692214968,0.029169909718717,3.8632500171661377,0.1464002646043378,0.3270590901374817,0.012079384774645,0.3483406748787145,0.0044869323797304,0.9152178548505832,0.0133104360290863,0.9945762711864408,0.0183927592762719,0.2450607090731833,0.036400719102187,0.1012356005576344,0.0459371252384408,0.1375887599610474,0.0542101177794539,0.2671211866600527,0.1011490484737316
A0A088N936,Viruses,59,200,50,1.8578286170959477,0.0283757682623626,3.681502103805542,0.1351018746303254,0.3212634325027466,0.013119931458791,0.3319864224520102,0.0049842985739155,0.9681555548874984,0.0155947100815161,0.9966101694915254,0.0126835843619455,0.2473155946242878,0.042711019782283,0.1041702741702741,0.0567005051147868,0.1408499078162833,0.0630610565022188,0.2701553555534733,0.1191776180073263
A0A091CMM8,Mammals,89,200,50,2.4058759212493896,0.034308784341926,5.753057956695557,0.1535450320813834,0.3902581036090851,0.0135103640583278,0.4885967224087248,0.0040355931630378,0.622580991201406,0.0093223176247869,0.9991011235955056,0.0062921348314606,0.2061960796058657,0.0218768911741524,0.1256531446082008,0.0425179359837086,0.1781760745246846,0.0374547449702766,0.3165970918597843,0.1319922775396895
A0A091CNE6,Mammals,76,200,50,3.701706886291504,0.0422478281452412,9.404009819030762,0.2046605613680016,0.5366447567939758,0.0144266839601592,0.6753742348909583,0.0020353805424557,0.5481149058900546,0.0040730139596224,0.9826315789473684,0.0533139969564104,0.1438013755788987,0.0136565240755931,0.030329573934837,0.0230036976872362,0.055727466150277,0.0405143884614933,0.2943207983369259,0.1195236131991529
A0A091CTL1,Mammals,92,200,50,4.489505290985107,0.048764620223529,11.76864242553711,0.2356930330454818,0.5514414310455322,0.0143077118361826,0.6993755046099239,0.0008584835142606,0.5342861799590403,0.0017653216968888,0.9856521739130436,0.0507709933112869,0.1185370051699865,0.0093739646175217,0.0202619047619047,0.0175721495777764,0.0371553509542797,0.0323079035708399,0.2623505842084621,0.0994553878744791
A0A091CXV9,Mammals,74,200,50,3.5912346839904785,0.0389429420248474,9.143427848815918,0.1845466522657536,0.554367184638977,0.0131526816674264,0.694403369414907,0.002345654953267,0.5061284792684049,0.0043133181330447,0.991891891891892,0.0331012127403132,0.1548367365235587,0.0128405161645254,0.0555564135564135,0.0329260248727515,0.0978950174024794,0.055173430162182,0.3292052430414615,0.1174095866954568
A0A091CY06,Mammals,59,200,50,3.2310824394226074,0.0353906201862158,8.191829681396484,0.1739386276703497,0.5898993611335754,0.0131633953963179,0.7011293115077424,0.0053008417515278,0.5205436952069342,0.0094246105322761,0.988135593220339,0.0409945309235519,0.169063435108305,0.0164975712638813,0.0413292978208232,0.0283331146411633,0.0810100306587591,0.0596816850915602,0.333965108750205,0.1407770856471556
A0A091D9W8,Mammals,124,200,50,5.39724588394165,0.0644000136323791,12.874907493591309,0.3052194184384593,0.5688297152519226,0.0140760379856167,0.6720419866388091,0.0017725981168763,0.5795456551550122,0.0042429769464802,0.9727419354838708,0.1079066010369454,0.1062880176252328,0.0094703150795929,0.0463963133640552,0.0242335929172606,0.099261792450527,0.0526723489837913,0.4199278515594982,0.1062708404472326
A0A091DF52,Mammals,72,200,50,3.436427593231201,0.0394413790847069,8.419890403747559,0.1643240211530869,0.5847756266593933,0.0130495546511475,0.6996762070498974,0.0045650007159303,0.4829276393844528,0.0079555813275719,0.997222222222222,0.0127293769304328,0.1658835111346644,0.0124438041574927,0.0598518518518518,0.0269032212845727,0.1109856494097317,0.0515613289003237,0.3523933325420011,0.1200366790983515
A0A091DFP7,Mammals,238,203,51,9.089344024658203,0.1218152388701596,22.651775360107425,0.5050417205571167,0.5334505438804626,0.0147917145625354,0.6597274178497045,0.0010559813922863,0.6652517219745503,0.0033506832931226,0.9070687098368758,0.1548623875390775,0.0608377228364902,0.0061371662065499,0.0328387207527098,0.0112195414142897,0.107063204972996,0.041282056424503,0.5876737104838504,0.0764060362130776
A0A091DSH4,Mammals,87,200,50,2.1472442150115967,0.0215430581590342,4.632343292236328,0.1353373912198043,0.3029870688915252,0.0105283364952531,0.2308988642633437,0.0064875628421431,1.3611879897981165,0.0310724553211091,0.992183908045977,0.0307083760542465,0.218466340994544,0.0217120856533221,0.1063907382528072,0.0389914604557631,0.1630361278524932,0.0435906017578754,0.3834940009863786,0.0888984993910137
A0A091DW93,Mammals,177,200,50,6.122412204742432,0.0765189690294198,14.877533912658691,0.3150262483024105,0.509375810623169,0.0128138336494534,0.6369376636354093,0.0008241011096395,0.6034099734984665,0.0022201756629356,0.9731073446327684,0.1040012178372359,0.0796222917828736,0.0073105849856617,0.0370274414850686,0.0185033792779404,0.0726428074097885,0.0306885559548103,0.3797651430638731,0.0923983194063932
A0A091DXC6,Mammals,103,200,50,4.624457836151123,0.0624074876515478,10.897577285766602,0.2481333497330484,0.5725895166397095,0.0146951572778311,0.6561926151112238,0.0037230815302913,0.59489505168771,0.0087264017882285,0.9603883495145632,0.1130363962749844,0.1206076694000404,0.0150503983018929,0.0399799660964709,0.0281227617950163,0.0812801664267891,0.0547027475872292,0.3721260229152419,0.1382574312322368
A0A091E2V0,Mammals,69,200,50,2.0649256706237797,0.0316496132288282,4.29893684387207,0.1368426153381527,0.341328889131546,0.0132325288719303,0.3245286469075006,0.0060846637372523,1.0389719836692015,0.0213080130539767,0.9886956521739132,0.0539387502994733,0.2091909132627645,0.034202033174701,0.0806204278812974,0.0394708180216939,0.1262031234231214,0.0533104561865163,0.3069716093097691,0.1108061849255554
A0A091E3G8,Mammals,164,200,50,6.885333061218262,0.0812097699693974,16.944364547729492,0.4086147415549607,0.4980852007865906,0.0134842993935374,0.6424782272316911,0.0005588842658861,0.697143773337815,0.0017112407082499,0.9854878048780488,0.0393070933893592,0.0768022739872477,0.0048080610712557,0.0098414634146341,0.0107824841190782,0.0191790331507148,0.0225919947273486,0.2959700508247979,0.0948195093614247
A0A093XDE2,Fungi,103,200,50,2.961488723754883,0.0454024101744755,7.327322006225586,0.1928684463517932,0.4304573833942413,0.0136350375972366,0.5335154931644484,0.0009619156877828,0.6049579652643626,0.0022562438160547,0.9984466019417476,0.0065445823480981,0.1687050795645985,0.0226401074489717,0.1003898905840653,0.0489313376996048,0.1427080465660998,0.0540608796354794,0.3135841122422717,0.0885644203176785
A0A094ZKI4,Protists,202,203,51,3.728718042373657,0.0617299847563095,8.504536628723145,0.2567161504156585,0.37926185131073,0.0131905218797018,0.4813194606023104,0.0002977818866722,0.6654901790885023,0.0008930366216603,0.9976703552708212,0.0164730758575782,0.1276136363686447,0.0230915048648495,0.123094571361898,0.0282078313458284,0.1657639149467563,0.0277515510139974,0.3452154852376851,0.0780603386768537
A0A0A0LA42,Plants,164,200,50,7.237387657165527,0.0944079207106686,17.403371810913086,0.4252883045657008,0.50520920753479,0.0139901195275848,0.6476173280812084,0.0010212211820983,0.7164316668364273,0.0032152548990384,0.8714634146341463,0.1700676983166054,0.0676538748831088,0.0081559661785442,0.0187989740611691,0.0123525676287742,0.0506181431094133,0.0346553707192398,0.4108449038970178,0.1304535267583974
A0A0A0LRF1,Plants,120,200,50,5.875106334686279,0.0741625134410666,14.658437728881836,0.3569097295863297,0.4887360036373138,0.0145689938478274,0.6459312167555646,0.0008067068267845,0.7185943009609086,0.0023682628603528,0.8481666666666667,0.1793916416980209,0.0761707847964906,0.0110153030954122,0.0025555555555555,0.0058357138000038,0.0054321800185457,0.0140803425891441,0.166871199612047,0.1109543543386859
A0A0A0RNI5,Viruses,38,200,50,1.789768099784851,0.0206878016649965,4.495352268218994,0.1010751812528252,0.4516147971153259,0.0133390602998977,0.5931675611153479,0.0020375057969453,0.5347133047466557,0.0032184376559137,0.9994736842105264,0.0036842105263157,0.2666258217638326,0.0317292968955048,0.0816203007518796,0.0553814248486345,0.1087792181203953,0.0725167462100047,0.2002612409622197,0.1238114129770972
A0A0A0UYW6,Viruses,30,200,50,1.4804688692092896,0.0179611091932418,3.581033229827881,0.0934913953429507,0.460854560136795,0.0135791118902763,0.5756959473434483,0.0043510850356416,0.533434965993728,0.0063433172860327,0.9913333333333332,0.0363990231859165,0.3029534592609263,0.0380921990994932,0.0866,0.0559674354620572,0.1183503654340881,0.0763382065780008,0.2073423181294828,0.1477190029657487
A0A0A1MUP1,Bacteria,60,200,50,2.097872495651245,0.0349064287611529,4.947084426879883,0.1437729143618657,0.4001874029636383,0.013637426269876,0.4902932992976915,0.0025543870664126,0.6589314897959244,0.0056127951934529,0.995,0.0287228132326901,0.2290148051635712,0.0347911839447374,0.0859953823953824,0.0374170525905213,0.1257471401548966,0.0488385102746238,0.291564558662918,0.1234751336111354
A0A0A1U2C0,Protists,33,200,50,1.6538883447647097,0.020349634318627,4.062804698944092,0.0977697977996189,0.4746733903884887,0.0134864098969766,0.5928428387312727,0.0028338451893432,0.5385889885328575,0.0043114575874977,0.9793939393939394,0.0767666134960921,0.2588458230597253,0.0372984081930128,0.0461010101010101,0.0471598237337082,0.06378456258746,0.0631909840489015,0.2189390586453893,0.1457375277481214
A0A0A6X7Z0,Bacteria,77,200,50,1.982915043830872,0.0206987198061033,3.4674172401428223,0.0936333796462142,0.2974437177181244,0.0109890278912575,0.2312888629976649,0.007313880127511,1.3081011940004013,0.0326017069564757,0.9992207792207792,0.0054545454545454,0.2283516807013077,0.0246645341028299,0.1134683945203425,0.0394961311682826,0.1561278497189111,0.0438717825309835,0.282120578465403,0.0958174802414103
A0A0A7KTD7,Viruses,87,200,50,3.264216423034668,0.0392239940694574,7.951023578643799,0.183013754526673,0.4803641438484192,0.0135459170323891,0.6241078366454452,0.0019330407652733,0.5308360327668167,0.0038574312097387,0.9983908045977012,0.0079667694028337,0.1623489453343749,0.0150957199278425,0.0992006933041415,0.0387811169161035,0.1441637878950647,0.0475118977480196,0.305872397316633,0.1133875911035159
A0A0A8ZX36,Plants,36,200,50,1.7636722326278689,0.0218310243941424,4.439651966094971,0.1006188573239977,0.4801724553108215,0.0141491743581665,0.612033558931282,0.0063844260963891,0.516028819706802,0.0095920515344672,0.9933333333333332,0.0466666666666666,0.2711835846757695,0.0434936163631307,0.0849884159050825,0.0713816837410648,0.1149781495089897,0.0762789364239946,0.2334064073353596,0.1673038848128518
A0A0B2UQB5,Protists,77,200,50,1.8662148714065552,0.0191320160798321,3.222496271133423,0.1210450998618205,0.2613077163696289,0.0111289364622319,0.2000000000000001,0.0066572991518459,1.3625851376628135,0.0307018360015048,0.9989610389610388,0.0057142857142857,0.2372039859458718,0.0267759149284402,0.1220180353556976,0.044799755302385,0.1628815991875236,0.049300567293313,0.295166600901419,0.1205251708152109
A0A0B4VGH4,Viruses,83,200,50,3.5265164375305176,0.0403931560765193,8.564974784851074,0.1991922775135436,0.5308237671852112,0.0133894932188258,0.6537633308145445,0.002455902476908,0.5305139732800767,0.0048561200513928,0.9901204819277108,0.0438189971866462,0.1492823118867788,0.0132148010927392,0.0588921399885255,0.0385325853901731,0.0943604038564958,0.056800867851785,0.3213319729358058,0.1137492652962957
A0A0B4ZUM6,Viruses,90,200,50,3.4811127185821533,0.0401118890829819,8.83387279510498,0.1848072546594662,0.5132824778556824,0.0131096571107953,0.6553456932551809,0.0012130446205519,0.4940990898812105,0.0022818769604316,0.9884444444444443,0.0455398346857987,0.1525138260630687,0.0136688637747932,0.0847356261022927,0.0337453903656984,0.1377344623660754,0.0511165588618076,0.3467932418977019,0.1176398164661477
A0A0B5I7D6,Bacteria,84,200,50,2.1048758029937744,0.0247579565431724,3.799959659576416,0.1083722758697588,0.3301759958267212,0.0122757553712269,0.2516804436256004,0.0070037177324892,1.2622130791928596,0.0309579046393239,0.9969047619047618,0.0123281842533329,0.2138770589299089,0.0289673789401822,0.1116704578490292,0.0401653124372954,0.1541236481673017,0.0421029942597439,0.2926430387821163,0.1253846647731281
A0A0B5JAX3,Viruses,207,203,51,3.630382537841797,0.0440931755498916,9.245975494384766,0.2446542624703366,0.3252228200435638,0.01137686136017,0.3462094793434923,0.0025993029302167,1.129074524377654,0.0130137727436009,0.9978213507625272,0.0058437801705739,0.132372105864077,0.0148031735739057,0.1136702445881189,0.0214707809184912,0.1710689453669286,0.0249479218893914,0.4147716880978098,0.0730092627846011
